timestamp,temperature_c,humidity_percent,device_id,room_id,status
2026-03-13 10:00:36,30,44,DHT11_01,room_3,normal
2026-03-13 10:00:37,26,58,DHT11_01,room_3,normal
2026-03-13 10:00:38,25,52,DHT11_01,room_3,normal
2026-03-13 10:00:39,32,64,DHT11_01,room_3,normal
2026-03-13 10:00:40,23,22,DHT11_01,room_3,anomaly
2026-03-13 10:00:41,28,50,DHT11_01,room_3,normal
2026-03-13 10:00:42,22,58,DHT11_01,room_3,normal
2026-03-13 10:00:43,22,60,DHT11_01,room_3,normal
2026-03-13 10:00:44,29,63,DHT11_01,room_3,normal
2026-03-13 10:00:45,24,57,DHT11_01,room_3,normal
2026-03-13 10:00:46,23,61,DHT11_01,room_3,normal
2026-03-13 10:00:47,32,60,DHT11_01,room_3,normal
2026-03-13 10:00:48,29,40,DHT11_01,room_3,normal
2026-03-13 10:00:49,19,77,DHT11_01,room_3,anomaly
2026-03-13 10:00:50,27,59,DHT11_01,room_3,normal
2026-03-13 10:00:51,25,55,DHT11_01,room_3,normal
2026-03-13 10:00:52,32,65,DHT11_01,room_3,normal
2026-03-13 10:00:53,31,47,DHT11_01,room_3,normal
2026-03-13 10:00:54,24,61,DHT11_01,room_3,normal
2026-03-13 10:00:55,32,59,DHT11_01,room_3,normal
2026-03-13 10:00:56,32,58,DHT11_01,room_3,normal
2026-03-13 10:00:57,30,48,DHT11_01,room_3,normal
2026-03-13 10:00:58,25,66,DHT11_01,room_3,normal
2026-03-13 10:00:59,32,67,DHT11_01,room_3,normal
2026-03-13 10:01:00,32,45,DHT11_01,room_3,normal
2026-03-13 10:01:01,22,53,DHT11_01,room_3,normal
2026-03-13 10:01:02,25,48,DHT11_01,room_3,normal
2026-03-13 10:01:03,31,48,DHT11_01,room_3,normal
2026-03-13 10:01:04,23,50,DHT11_01,room_3,normal
2026-03-13 10:01:05,32,57,DHT11_01,room_3,normal
2026-03-13 10:01:06,31,68,DHT11_01,room_3,normal
2026-03-13 10:01:07,22,40,DHT11_01,room_3,normal
2026-03-13 10:01:08,29,44,DHT11_01,room_3,normal
2026-03-13 10:01:09,26,66,DHT11_01,room_3,normal
2026-03-13 10:01:10,22,70,DHT11_01,room_3,normal
2026-03-13 10:01:11,27,57,DHT11_01,room_3,normal
2026-03-13 10:01:12,22,64,DHT11_01,room_3,normal
2026-03-13 10:01:13,23,45,DHT11_01,room_3,normal
2026-03-13 10:01:14,31,63,DHT11_01,room_3,normal
2026-03-13 10:01:15,23,63,DHT11_01,room_3,normal
2026-03-13 10:01:16,24,53,DHT11_01,room_3,normal
2026-03-13 10:01:17,24,64,DHT11_01,room_3,normal
2026-03-13 10:01:18,28,68,DHT11_01,room_3,normal
2026-03-13 10:01:19,32,65,DHT11_01,room_3,normal
2026-03-13 10:01:20,45,79,DHT11_01,room_3,anomaly
2026-03-13 10:01:21,1,28,DHT11_01,room_3,anomaly
2026-03-13 10:01:22,26,46,DHT11_01,room_3,normal
2026-03-13 10:01:23,23,55,DHT11_01,room_3,normal
2026-03-13 10:01:24,5,26,DHT11_01,room_3,anomaly
2026-03-13 10:01:25,22,44,DHT11_01,room_3,normal
2026-03-13 10:01:26,27,53,DHT11_01,room_3,normal
2026-03-13 10:01:27,9,88,DHT11_01,room_3,anomaly
2026-03-13 10:01:28,27,68,DHT11_01,room_3,normal
2026-03-13 10:01:29,25,63,DHT11_01,room_3,normal
2026-03-13 10:01:30,30,56,DHT11_01,room_3,normal
2026-03-13 10:01:31,32,58,DHT11_01,room_3,normal
2026-03-13 10:01:32,23,68,DHT11_01,room_3,normal
2026-03-13 10:01:33,31,61,DHT11_01,room_3,normal
2026-03-13 10:01:34,32,44,DHT11_01,room_3,normal
2026-03-13 10:01:35,28,70,DHT11_01,room_3,normal
2026-03-13 10:01:36,29,53,DHT11_01,room_3,normal
2026-03-13 10:01:37,25,63,DHT11_01,room_3,normal
2026-03-13 10:01:38,24,56,DHT11_01,room_3,normal
2026-03-13 10:01:39,6,24,DHT11_01,room_3,anomaly
2026-03-13 10:01:40,3,41,DHT11_01,room_3,anomaly
2026-03-13 10:01:41,21,64,DHT11_01,room_3,anomaly
2026-03-13 10:01:42,28,42,DHT11_01,room_3,normal
2026-03-13 10:01:43,22,56,DHT11_01,room_3,normal
2026-03-13 10:01:44,22,47,DHT11_01,room_3,normal
2026-03-13 10:01:45,23,69,DHT11_01,room_3,normal
2026-03-13 10:01:46,23,46,DHT11_01,room_3,normal
2026-03-13 10:01:47,15,75,DHT11_01,room_3,anomaly
2026-03-13 10:01:48,25,47,DHT11_01,room_3,normal
2026-03-13 10:01:49,25,54,DHT11_01,room_3,normal
2026-03-13 10:01:50,26,40,DHT11_01,room_3,normal
2026-03-13 10:01:51,30,66,DHT11_01,room_3,normal
2026-03-13 10:01:52,24,65,DHT11_01,room_3,normal
2026-03-13 10:01:53,32,54,DHT11_01,room_3,normal
2026-03-13 10:01:54,27,62,DHT11_01,room_3,normal
2026-03-13 10:01:55,23,44,DHT11_01,room_3,normal
2026-03-13 10:01:56,24,44,DHT11_01,room_3,normal
2026-03-13 10:01:57,31,64,DHT11_01,room_3,normal
2026-03-13 10:01:58,25,49,DHT11_01,room_3,normal
2026-03-13 10:01:59,22,54,DHT11_01,room_3,normal
2026-03-13 10:02:00,22,64,DHT11_01,room_3,normal
2026-03-13 10:02:01,26,43,DHT11_01,room_3,normal
2026-03-13 10:02:02,29,47,DHT11_01,room_3,normal
2026-03-13 10:02:03,27,56,DHT11_01,room_3,normal
2026-03-13 10:02:04,12,42,DHT11_01,room_3,anomaly
2026-03-13 10:02:05,26,62,DHT11_01,room_3,normal
2026-03-13 10:02:06,24,65,DHT11_01,room_3,normal
2026-03-13 10:02:07,23,53,DHT11_01,room_3,normal
2026-03-13 10:02:08,24,46,DHT11_01,room_3,normal
2026-03-13 10:02:09,25,50,DHT11_01,room_3,normal
2026-03-13 10:02:10,30,69,DHT11_01,room_3,normal
2026-03-13 10:02:11,26,53,DHT11_01,room_3,normal
2026-03-13 10:02:12,30,43,DHT11_01,room_3,normal
2026-03-13 10:02:13,31,64,DHT11_01,room_3,normal
2026-03-13 10:02:14,24,52,DHT11_01,room_3,normal
2026-03-13 10:02:15,24,42,DHT11_01,room_3,normal
2026-03-13 10:02:16,32,70,DHT11_01,room_3,normal
2026-03-13 10:02:17,24,70,DHT11_01,room_3,normal
2026-03-13 10:02:18,27,64,DHT11_01,room_3,normal
2026-03-13 10:02:19,31,66,DHT11_01,room_3,normal
2026-03-13 10:02:20,22,43,DHT11_01,room_3,normal
2026-03-13 10:02:21,31,67,DHT11_01,room_3,normal
2026-03-13 10:02:22,23,57,DHT11_01,room_3,normal
2026-03-13 10:02:23,32,66,DHT11_01,room_3,normal
2026-03-13 10:02:24,1,55,DHT11_01,room_3,anomaly
2026-03-13 10:02:25,30,56,DHT11_01,room_3,normal
2026-03-13 10:02:26,22,57,DHT11_01,room_3,normal
2026-03-13 10:02:27,28,60,DHT11_01,room_3,normal
2026-03-13 10:02:28,30,66,DHT11_01,room_3,anomaly
2026-03-13 10:02:29,29,64,DHT11_01,room_3,normal
2026-03-13 10:02:30,31,59,DHT11_01,room_3,normal
2026-03-13 10:02:31,23,50,DHT11_01,room_3,normal
2026-03-13 10:02:32,23,70,DHT11_01,room_3,normal
2026-03-13 10:02:33,24,64,DHT11_01,room_3,normal
2026-03-13 10:02:34,29,50,DHT11_01,room_3,normal
2026-03-13 10:02:35,30,65,DHT11_01,room_3,normal
2026-03-13 10:02:36,32,70,DHT11_01,room_3,normal
2026-03-13 10:02:37,29,57,DHT11_01,room_3,normal
2026-03-13 10:02:38,25,54,DHT11_01,room_3,normal
2026-03-13 10:02:39,31,55,DHT11_01,room_3,normal
2026-03-13 10:02:40,23,68,DHT11_01,room_3,normal
2026-03-13 10:02:41,30,43,DHT11_01,room_3,normal
2026-03-13 10:02:42,23,62,DHT11_01,room_3,normal
2026-03-13 10:02:43,29,70,DHT11_01,room_3,normal
2026-03-13 10:02:44,25,66,DHT11_01,room_3,normal
2026-03-13 10:02:45,44,63,DHT11_01,room_3,anomaly
2026-03-13 10:02:46,23,53,DHT11_01,room_3,normal
2026-03-13 10:02:47,16,71,DHT11_01,room_3,anomaly
2026-03-13 10:02:48,31,55,DHT11_01,room_3,normal
2026-03-13 10:02:49,24,49,DHT11_01,room_3,normal
2026-03-13 10:02:50,23,59,DHT11_01,room_3,normal
2026-03-13 10:02:51,32,54,DHT11_01,room_3,normal
2026-03-13 10:02:52,27,43,DHT11_01,room_3,normal
2026-03-13 10:02:53,26,60,DHT11_01,room_3,normal
2026-03-13 10:02:54,31,56,DHT11_01,room_3,normal
2026-03-13 10:02:55,22,40,DHT11_01,room_3,normal
2026-03-13 10:02:56,28,60,DHT11_01,room_3,normal
2026-03-13 10:02:57,27,63,DHT11_01,room_3,normal
2026-03-13 10:02:58,26,42,DHT11_01,room_3,normal
2026-03-13 10:02:59,31,69,DHT11_01,room_3,normal
2026-03-13 10:03:00,22,66,DHT11_01,room_3,normal
2026-03-13 10:03:01,48,43,DHT11_01,room_3,anomaly
2026-03-13 10:03:02,29,43,DHT11_01,room_3,normal
2026-03-13 10:03:03,32,63,DHT11_01,room_3,normal
2026-03-13 10:03:04,28,46,DHT11_01,room_3,normal
2026-03-13 10:03:05,25,53,DHT11_01,room_3,normal
2026-03-13 10:03:06,24,45,DHT11_01,room_3,normal
2026-03-13 10:03:07,32,45,DHT11_01,room_3,normal
2026-03-13 10:03:08,24,58,DHT11_01,room_3,normal
2026-03-13 10:03:09,26,47,DHT11_01,room_3,normal
2026-03-13 10:03:10,25,67,DHT11_01,room_3,normal
2026-03-13 10:03:11,24,63,DHT11_01,room_3,normal
2026-03-13 10:03:12,29,44,DHT11_01,room_3,normal
2026-03-13 10:03:13,27,59,DHT11_01,room_3,normal
2026-03-13 10:03:14,30,51,DHT11_01,room_3,normal
2026-03-13 10:03:15,23,62,DHT11_01,room_3,normal
2026-03-13 10:03:16,41,28,DHT11_01,room_3,anomaly
2026-03-13 10:03:17,25,55,DHT11_01,room_3,normal
2026-03-13 10:03:18,26,67,DHT11_01,room_3,normal
2026-03-13 10:03:19,31,41,DHT11_01,room_3,normal
2026-03-13 10:03:20,25,46,DHT11_01,room_3,normal
2026-03-13 10:03:21,28,62,DHT11_01,room_3,normal
2026-03-13 10:03:22,23,57,DHT11_01,room_3,normal
2026-03-13 10:03:23,29,68,DHT11_01,room_3,normal
2026-03-13 10:03:24,31,52,DHT11_01,room_3,normal
2026-03-13 10:03:25,25,53,DHT11_01,room_3,normal
2026-03-13 10:03:26,31,44,DHT11_01,room_3,normal
2026-03-13 10:03:27,30,44,DHT11_01,room_3,normal
2026-03-13 10:03:28,30,47,DHT11_01,room_3,normal
2026-03-13 10:03:29,25,56,DHT11_01,room_3,normal
2026-03-13 10:03:30,31,63,DHT11_01,room_3,normal
2026-03-13 10:03:31,32,48,DHT11_01,room_3,normal
2026-03-13 10:03:32,23,55,DHT11_01,room_3,normal
2026-03-13 10:03:33,32,53,DHT11_01,room_3,normal
2026-03-13 10:03:34,26,62,DHT11_01,room_3,normal
2026-03-13 10:03:35,27,67,DHT11_01,room_3,normal
2026-03-13 10:03:36,25,67,DHT11_01,room_3,normal
2026-03-13 10:03:37,22,50,DHT11_01,room_3,normal
2026-03-13 10:03:38,26,58,DHT11_01,room_3,normal
2026-03-13 10:03:39,29,68,DHT11_01,room_3,normal
2026-03-13 10:03:40,25,69,DHT11_01,room_3,normal
2026-03-13 10:03:41,29,40,DHT11_01,room_3,normal
2026-03-13 10:03:42,29,53,DHT11_01,room_3,normal
2026-03-13 10:03:43,32,59,DHT11_01,room_3,normal
2026-03-13 10:03:44,30,61,DHT11_01,room_3,normal
2026-03-13 10:03:45,31,55,DHT11_01,room_3,anomaly
2026-03-13 10:03:46,23,61,DHT11_01,room_3,normal
2026-03-13 10:03:47,22,49,DHT11_01,room_3,normal
2026-03-13 10:03:48,25,64,DHT11_01,room_3,normal
2026-03-13 10:03:49,31,47,DHT11_01,room_3,normal
2026-03-13 10:03:50,26,66,DHT11_01,room_3,normal
2026-03-13 10:03:51,28,43,DHT11_01,room_3,normal
2026-03-13 10:03:52,29,63,DHT11_01,room_3,normal
2026-03-13 10:03:53,29,50,DHT11_01,room_3,normal
2026-03-13 10:03:54,28,67,DHT11_01,room_3,normal
2026-03-13 10:03:55,48,57,DHT11_01,room_3,anomaly
2026-03-13 10:03:56,29,49,DHT11_01,room_3,normal
2026-03-13 10:03:57,29,54,DHT11_01,room_3,normal
2026-03-13 10:03:58,29,68,DHT11_01,room_3,normal
2026-03-13 10:03:59,23,60,DHT11_01,room_3,normal
2026-03-13 10:04:00,31,50,DHT11_01,room_3,normal
2026-03-13 10:04:01,24,56,DHT11_01,room_3,normal
2026-03-13 10:04:02,30,88,DHT11_01,room_3,anomaly
2026-03-13 10:04:03,31,68,DHT11_01,room_3,normal
2026-03-13 10:04:04,31,69,DHT11_01,room_3,normal
2026-03-13 10:04:05,22,59,DHT11_01,room_3,normal
2026-03-13 10:04:06,6,40,DHT11_01,room_3,anomaly
2026-03-13 10:04:07,4,30,DHT11_01,room_3,anomaly
2026-03-13 10:04:08,25,41,DHT11_01,room_3,normal
2026-03-13 10:04:09,22,46,DHT11_01,room_3,normal
2026-03-13 10:04:10,31,70,DHT11_01,room_3,normal
2026-03-13 10:04:11,22,49,DHT11_01,room_3,normal
2026-03-13 10:04:12,25,43,DHT11_01,room_3,normal
2026-03-13 10:04:13,3,21,DHT11_01,room_3,anomaly
2026-03-13 10:04:14,22,64,DHT11_01,room_3,normal
2026-03-13 10:04:15,31,60,DHT11_01,room_3,normal
2026-03-13 10:04:16,6,54,DHT11_01,room_3,anomaly
2026-03-13 10:04:17,32,54,DHT11_01,room_3,normal
2026-03-13 10:04:18,32,62,DHT11_01,room_3,normal
2026-03-13 10:04:19,30,56,DHT11_01,room_3,normal
2026-03-13 10:04:20,15,27,DHT11_01,room_3,anomaly
2026-03-13 10:04:21,22,64,DHT11_01,room_3,normal
2026-03-13 10:04:22,31,59,DHT11_01,room_3,normal
2026-03-13 10:04:23,22,64,DHT11_01,room_3,normal
2026-03-13 10:04:24,26,57,DHT11_01,room_3,normal
2026-03-13 10:04:25,31,60,DHT11_01,room_3,normal
2026-03-13 10:04:26,22,62,DHT11_01,room_3,normal
2026-03-13 10:04:27,22,49,DHT11_01,room_3,normal
2026-03-13 10:04:28,26,44,DHT11_01,room_3,normal
2026-03-13 10:04:29,31,45,DHT11_01,room_3,normal
2026-03-13 10:04:30,30,61,DHT11_01,room_3,normal
2026-03-13 10:04:31,22,54,DHT11_01,room_3,normal
2026-03-13 10:04:32,28,40,DHT11_01,room_3,normal
2026-03-13 10:04:33,25,69,DHT11_01,room_3,normal
2026-03-13 10:04:34,31,57,DHT11_01,room_3,normal
2026-03-13 10:04:35,23,46,DHT11_01,room_3,normal
2026-03-13 10:04:36,23,54,DHT11_01,room_3,normal
2026-03-13 10:04:37,27,58,DHT11_01,room_3,normal
2026-03-13 10:04:38,28,70,DHT11_01,room_3,normal
2026-03-13 10:04:39,30,70,DHT11_01,room_3,normal
2026-03-13 10:04:40,23,42,DHT11_01,room_3,normal
2026-03-13 10:04:41,30,43,DHT11_01,room_3,normal
2026-03-13 10:04:42,32,46,DHT11_01,room_3,normal
2026-03-13 10:04:43,26,48,DHT11_01,room_3,normal
2026-03-13 10:04:44,25,40,DHT11_01,room_3,normal
2026-03-13 10:04:45,24,61,DHT11_01,room_3,normal
2026-03-13 10:04:46,22,49,DHT11_01,room_3,normal
2026-03-13 10:04:47,22,69,DHT11_01,room_3,normal
2026-03-13 10:04:48,26,43,DHT11_01,room_3,normal
2026-03-13 10:04:49,32,42,DHT11_01,room_3,normal
2026-03-13 10:04:50,30,67,DHT11_01,room_3,normal
2026-03-13 10:04:51,22,41,DHT11_01,room_3,normal
2026-03-13 10:04:52,24,64,DHT11_01,room_3,normal
2026-03-13 10:04:53,28,67,DHT11_01,room_3,normal
2026-03-13 10:04:54,23,65,DHT11_01,room_3,normal
2026-03-13 10:04:55,24,52,DHT11_01,room_3,normal
2026-03-13 10:04:56,22,58,DHT11_01,room_3,normal
2026-03-13 10:04:57,30,57,DHT11_01,room_3,normal
2026-03-13 10:04:58,27,58,DHT11_01,room_3,normal
2026-03-13 10:04:59,31,66,DHT11_01,room_3,normal
2026-03-13 10:05:00,32,49,DHT11_01,room_3,normal
2026-03-13 10:05:01,31,69,DHT11_01,room_3,normal
2026-03-13 10:05:02,28,34,DHT11_01,room_3,anomaly
2026-03-13 10:05:03,26,49,DHT11_01,room_3,normal
2026-03-13 10:05:04,29,53,DHT11_01,room_3,normal
2026-03-13 10:05:05,39,59,DHT11_01,room_3,anomaly
2026-03-13 10:05:06,28,49,DHT11_01,room_3,normal
2026-03-13 10:05:07,25,70,DHT11_01,room_3,normal
2026-03-13 10:05:08,31,41,DHT11_01,room_3,normal
2026-03-13 10:05:09,36,48,DHT11_01,room_3,anomaly
2026-03-13 10:05:10,22,69,DHT11_01,room_3,normal
2026-03-13 10:05:11,32,70,DHT11_01,room_3,normal
2026-03-13 10:05:12,25,43,DHT11_01,room_3,normal
2026-03-13 10:05:13,26,49,DHT11_01,room_3,normal
2026-03-13 10:05:14,22,62,DHT11_01,room_3,normal
2026-03-13 10:05:15,28,59,DHT11_01,room_3,normal
2026-03-13 10:05:16,24,57,DHT11_01,room_3,normal
2026-03-13 10:05:17,31,56,DHT11_01,room_3,normal
2026-03-13 10:05:18,26,49,DHT11_01,room_3,normal
2026-03-13 10:05:19,23,43,DHT11_01,room_3,normal
2026-03-13 10:05:20,31,62,DHT11_01,room_3,normal
2026-03-13 10:05:21,22,58,DHT11_01,room_3,normal
2026-03-13 10:05:22,27,59,DHT11_01,room_3,normal
2026-03-13 10:05:23,28,49,DHT11_01,room_3,normal
2026-03-13 10:05:24,25,62,DHT11_01,room_3,normal
2026-03-13 10:05:25,28,68,DHT11_01,room_3,normal
2026-03-13 10:05:26,22,53,DHT11_01,room_3,normal
2026-03-13 10:05:27,26,53,DHT11_01,room_3,normal
2026-03-13 10:05:28,30,40,DHT11_01,room_3,normal
2026-03-13 10:05:29,32,51,DHT11_01,room_3,normal
2026-03-13 10:05:30,35,37,DHT11_01,room_3,anomaly
2026-03-13 10:05:31,22,64,DHT11_01,room_3,normal
2026-03-13 10:05:32,25,58,DHT11_01,room_3,normal
2026-03-13 10:05:33,28,70,DHT11_01,room_3,normal
2026-03-13 10:05:34,26,44,DHT11_01,room_3,normal
2026-03-13 10:05:35,25,42,DHT11_01,room_3,normal
2026-03-13 10:05:36,25,50,DHT11_01,room_3,normal
2026-03-13 10:05:37,32,50,DHT11_01,room_3,normal
2026-03-13 10:05:38,19,46,DHT11_01,room_3,anomaly
2026-03-13 10:05:39,31,64,DHT11_01,room_3,normal
2026-03-13 10:05:40,31,47,DHT11_01,room_3,normal
2026-03-13 10:05:41,23,47,DHT11_01,room_3,normal
2026-03-13 10:05:42,31,70,DHT11_01,room_3,normal
2026-03-13 10:05:43,22,68,DHT11_01,room_3,normal
2026-03-13 10:05:44,25,45,DHT11_01,room_3,normal
2026-03-13 10:05:45,28,48,DHT11_01,room_3,normal
2026-03-13 10:05:46,32,43,DHT11_01,room_3,normal
2026-03-13 10:05:47,31,46,DHT11_01,room_3,normal
2026-03-13 10:05:48,27,67,DHT11_01,room_3,normal
2026-03-13 10:05:49,32,45,DHT11_01,room_3,normal
2026-03-13 10:05:50,23,49,DHT11_01,room_3,normal
2026-03-13 10:05:51,27,66,DHT11_01,room_3,normal
2026-03-13 10:05:52,32,45,DHT11_01,room_3,normal
2026-03-13 10:05:53,26,57,DHT11_01,room_3,normal
2026-03-13 10:05:54,29,59,DHT11_01,room_3,normal
2026-03-13 10:05:55,43,79,DHT11_01,room_3,anomaly
2026-03-13 10:05:56,30,59,DHT11_01,room_3,normal
2026-03-13 10:05:57,48,48,DHT11_01,room_3,anomaly
2026-03-13 10:05:58,25,59,DHT11_01,room_3,normal
2026-03-13 10:05:59,17,87,DHT11_01,room_3,anomaly
2026-03-13 10:06:00,27,60,DHT11_01,room_3,normal
2026-03-13 10:06:01,26,52,DHT11_01,room_3,normal
2026-03-13 10:06:02,30,51,DHT11_01,room_3,normal
2026-03-13 10:06:03,32,67,DHT11_01,room_3,normal
2026-03-13 10:06:04,23,66,DHT11_01,room_3,normal
2026-03-13 10:06:05,24,47,DHT11_01,room_3,normal
2026-03-13 10:06:06,23,50,DHT11_01,room_3,normal
2026-03-13 10:06:07,26,45,DHT11_01,room_3,normal
2026-03-13 10:06:08,31,51,DHT11_01,room_3,normal
2026-03-13 10:06:09,30,52,DHT11_01,room_3,normal
2026-03-13 10:06:10,31,42,DHT11_01,room_3,normal
2026-03-13 10:06:11,32,63,DHT11_01,room_3,normal
2026-03-13 10:06:12,24,63,DHT11_01,room_3,normal
2026-03-13 10:06:13,27,57,DHT11_01,room_3,normal
2026-03-13 10:06:14,30,48,DHT11_01,room_3,normal
2026-03-13 10:06:15,28,53,DHT11_01,room_3,normal
2026-03-13 10:06:16,31,45,DHT11_01,room_3,normal
2026-03-13 10:06:17,30,56,DHT11_01,room_3,normal
2026-03-13 10:06:18,23,65,DHT11_01,room_3,normal
2026-03-13 10:06:19,29,53,DHT11_01,room_3,normal
2026-03-13 10:06:20,24,55,DHT11_01,room_3,normal
2026-03-13 10:06:21,32,70,DHT11_01,room_3,normal
2026-03-13 10:06:22,26,60,DHT11_01,room_3,normal
2026-03-13 10:06:23,32,51,DHT11_01,room_3,normal
2026-03-13 10:06:24,46,26,DHT11_01,room_3,anomaly
2026-03-13 10:06:25,27,50,DHT11_01,room_3,normal
2026-03-13 10:06:26,26,40,DHT11_01,room_3,normal
2026-03-13 10:06:27,27,43,DHT11_01,room_3,normal
2026-03-13 10:06:28,28,63,DHT11_01,room_3,normal
2026-03-13 10:06:29,36,52,DHT11_01,room_3,anomaly
2026-03-13 10:06:30,27,51,DHT11_01,room_3,normal
2026-03-13 10:06:31,28,42,DHT11_01,room_3,normal
2026-03-13 10:06:32,24,62,DHT11_01,room_3,normal
2026-03-13 10:06:33,29,59,DHT11_01,room_3,normal
2026-03-13 10:06:34,27,55,DHT11_01,room_3,normal
2026-03-13 10:06:35,31,40,DHT11_01,room_3,normal
2026-03-13 10:06:36,22,57,DHT11_01,room_3,normal
2026-03-13 10:06:37,28,53,DHT11_01,room_3,normal
2026-03-13 10:06:38,30,52,DHT11_01,room_3,normal
2026-03-13 10:06:39,30,67,DHT11_01,room_3,normal
2026-03-13 10:06:40,29,70,DHT11_01,room_3,normal
2026-03-13 10:06:41,27,61,DHT11_01,room_3,normal
2026-03-13 10:06:42,27,58,DHT11_01,room_3,normal
2026-03-13 10:06:43,23,67,DHT11_01,room_3,normal
2026-03-13 10:06:44,22,46,DHT11_01,room_3,normal
2026-03-13 10:06:45,3,49,DHT11_01,room_3,anomaly
2026-03-13 10:06:46,24,57,DHT11_01,room_3,normal
2026-03-13 10:06:47,26,64,DHT11_01,room_3,normal
2026-03-13 10:06:48,22,64,DHT11_01,room_3,normal
2026-03-13 10:06:49,26,70,DHT11_01,room_3,normal
2026-03-13 10:06:50,22,61,DHT11_01,room_3,normal
2026-03-13 10:06:51,22,55,DHT11_01,room_3,normal
2026-03-13 10:06:52,37,86,DHT11_01,room_3,anomaly
2026-03-13 10:06:53,23,53,DHT11_01,room_3,normal
2026-03-13 10:06:54,27,42,DHT11_01,room_3,normal
2026-03-13 10:06:55,25,42,DHT11_01,room_3,normal
2026-03-13 10:06:56,31,46,DHT11_01,room_3,normal
2026-03-13 10:06:57,24,43,DHT11_01,room_3,normal
2026-03-13 10:06:58,22,40,DHT11_01,room_3,normal
2026-03-13 10:06:59,27,58,DHT11_01,room_3,normal
2026-03-13 10:07:00,31,43,DHT11_01,room_3,normal
2026-03-13 10:07:01,28,45,DHT11_01,room_3,normal
2026-03-13 10:07:02,22,53,DHT11_01,room_3,normal
2026-03-13 10:07:03,31,45,DHT11_01,room_3,normal
2026-03-13 10:07:04,32,40,DHT11_01,room_3,normal
2026-03-13 10:07:05,29,56,DHT11_01,room_3,normal
2026-03-13 10:07:06,26,65,DHT11_01,room_3,normal
2026-03-13 10:07:07,29,53,DHT11_01,room_3,normal
2026-03-13 10:07:08,31,40,DHT11_01,room_3,normal
2026-03-13 10:07:09,32,42,DHT11_01,room_3,normal
2026-03-13 10:07:10,26,46,DHT11_01,room_3,normal
2026-03-13 10:07:11,27,52,DHT11_01,room_3,normal
2026-03-13 10:07:12,25,57,DHT11_01,room_3,normal
2026-03-13 10:07:13,32,52,DHT11_01,room_3,normal
2026-03-13 10:07:14,28,55,DHT11_01,room_3,normal
2026-03-13 10:07:15,28,53,DHT11_01,room_3,normal
2026-03-13 10:07:16,30,50,DHT11_01,room_3,normal
2026-03-13 10:07:17,31,48,DHT11_01,room_3,normal
2026-03-13 10:07:18,25,47,DHT11_01,room_3,normal
2026-03-13 10:07:19,25,62,DHT11_01,room_3,normal
2026-03-13 10:07:20,29,50,DHT11_01,room_3,normal
2026-03-13 10:07:21,23,57,DHT11_01,room_3,normal
2026-03-13 10:07:22,27,65,DHT11_01,room_3,normal
2026-03-13 10:07:23,23,56,DHT11_01,room_3,normal
2026-03-13 10:07:24,22,53,DHT11_01,room_3,normal
2026-03-13 10:07:25,30,58,DHT11_01,room_3,normal
2026-03-13 10:07:26,24,52,DHT11_01,room_3,normal
