timestamp,sensor_id,temperature,humidity
2026-03-01 00:19:20,sensor_1,29.82,58.33
2026-03-01 00:19:30,sensor_2,29.09,50.26
2026-03-01 00:19:40,sensor_3,23.76,48.24
2026-03-01 00:19:50,sensor_3,24.74,61.88
2026-03-01 00:20:00,sensor_2,27.88,48.8
2026-03-01 00:20:10,sensor_2,30.16,61.69
2026-03-01 00:20:20,sensor_2,28.26,56.12
2026-03-01 00:20:30,sensor_3,26.92,40.54
2026-03-01 00:20:40,sensor_2,25.09,39.7
2026-03-01 00:20:50,sensor_2,27.81,60.87
2026-03-01 00:21:00,sensor_2,30.37,60.84
2026-03-01 00:21:10,sensor_3,21.13,63.91
2026-03-01 00:21:20,sensor_1,25.26,48.6
2026-03-01 00:21:30,sensor_3,28.41,47.94
2026-03-01 00:21:40,sensor_2,29.06,67.92
2026-03-01 00:21:50,sensor_2,27.97,45.32
2026-03-01 00:22:00,sensor_1,27.28,66.06
2026-03-01 00:22:10,sensor_2,30.64,41.39
2026-03-01 00:22:20,sensor_2,28.22,49.89
2026-03-01 00:22:30,sensor_2,29.3,59.99
2026-03-01 00:22:40,sensor_2,27.9,56.81
2026-03-01 00:22:50,sensor_1,26.24,53.04
2026-03-01 00:23:00,sensor_3,28.32,67.42
2026-03-01 00:23:10,sensor_1,26.48,46.91
2026-03-01 00:23:20,sensor_2,25.13,57.16
2026-03-01 00:23:30,sensor_2,32.31,60.96
2026-03-01 00:23:40,sensor_2,29.2,46.51
2026-03-01 00:23:50,sensor_1,26.24,58.53
2026-03-01 00:24:00,sensor_3,26.88,47.21
2026-03-01 00:24:10,sensor_3,24.47,58.85
2026-03-01 00:24:20,sensor_1,27.18,57.84
2026-03-01 00:24:30,sensor_3,28.42,45.73
2026-03-01 00:24:40,sensor_1,24.62,61.64
2026-03-01 00:24:50,sensor_2,28.78,52.82
2026-03-01 00:25:00,sensor_1,28.87,56.74
2026-03-01 00:25:10,sensor_1,27.19,55.96
2026-03-01 00:25:20,sensor_1,24.56,49.48
2026-03-01 00:25:30,sensor_1,25.11,65.92
2026-03-01 00:25:40,sensor_2,28.61,64.94
2026-03-01 00:25:50,sensor_2,25.92,44.81
2026-03-01 00:26:00,sensor_1,27.45,43.1
2026-03-01 00:26:10,sensor_2,24.96,55.72
2026-03-01 00:26:20,sensor_1,24.58,48.19
2026-03-01 00:26:30,sensor_2,28.12,58.27
2026-03-01 00:26:40,sensor_3,26.9,54.86
2026-03-01 00:26:50,sensor_2,29.06,58.21
2026-03-01 00:27:00,sensor_1,29.57,52.98
2026-03-01 00:27:10,sensor_2,24.91,56.8
2026-03-01 00:27:20,sensor_3,29.91,64.3
2026-03-01 00:27:30,sensor_3,22.98,60.19
2026-03-01 00:27:40,sensor_2,27.74,64.56
2026-03-01 00:27:50,sensor_1,25.85,57.96
2026-03-01 00:28:00,sensor_3,24.88,40.8
2026-03-01 00:28:10,sensor_2,27.26,35.54
2026-03-01 00:28:20,sensor_3,25.07,61.41
2026-03-01 00:28:30,sensor_3,30.25,61.64
2026-03-01 00:28:40,sensor_2,28.98,60.47
2026-03-01 00:28:50,sensor_2,30.51,61.63
2026-03-01 00:29:00,sensor_3,29.14,44.27
2026-03-01 00:29:10,sensor_3,21.22,62.1
2026-03-01 00:29:20,sensor_1,26.09,57.58
2026-03-01 00:29:30,sensor_3,26.87,61.01
2026-03-01 00:29:40,sensor_1,28.04,61.96
2026-03-01 00:29:50,sensor_1,24.64,36.41
2026-03-01 00:30:00,sensor_3,28.47,58.12
2026-03-01 00:30:10,sensor_3,28.39,61.98
2026-03-01 00:30:20,sensor_2,24.4,47.35
2026-03-01 00:30:30,sensor_1,28.4,53.44
2026-03-01 00:30:40,sensor_1,28.93,42.9
2026-03-01 00:30:50,sensor_1,27.07,56.01
2026-03-01 00:31:00,sensor_3,26.34,74.01
2026-03-01 00:31:10,sensor_1,22.54,61.61
2026-03-01 00:31:20,sensor_1,26.19,54.65
2026-03-01 00:31:30,sensor_2,27.06,60.25
2026-03-01 00:31:40,sensor_3,26.53,60.9
2026-03-01 00:31:50,sensor_2,27.41,49.6
2026-03-01 00:32:00,sensor_2,26.5,46.46
2026-03-01 00:32:10,sensor_2,27.42,54.81
2026-03-01 00:32:20,sensor_2,27.84,45.5
2026-03-01 00:32:30,sensor_1,24.2,38.68
2026-03-01 00:32:40,sensor_1,28.55,39.28
2026-03-01 00:32:50,sensor_2,24.61,52.24
2026-03-01 00:33:00,sensor_2,25.75,64.27
2026-03-01 00:33:10,sensor_3,21.97,62.99
2026-03-01 00:33:20,sensor_2,27.49,46.47
2026-03-01 00:33:30,sensor_1,29.12,72.62
2026-03-01 00:33:40,sensor_1,25.21,61.44
2026-03-01 00:33:50,sensor_2,27.43,69.07
2026-03-01 00:34:00,sensor_2,29.04,64.16
2026-03-01 00:34:10,sensor_1,26.17,57.35
2026-03-01 00:34:20,sensor_1,24.47,58.29
2026-03-01 00:34:30,sensor_3,26.75,64.78
2026-03-01 00:34:40,sensor_2,24.2,62.69
2026-03-01 00:34:50,sensor_3,25.8,56.04
2026-03-01 00:35:00,sensor_1,27.62,45.68
2026-03-01 00:35:10,sensor_2,24.94,43.23
2026-03-01 00:35:20,sensor_1,25.17,65.38
2026-03-01 00:35:30,sensor_2,26.36,54.23
2026-03-01 00:35:40,sensor_1,27.46,61.63
2026-03-01 00:35:50,sensor_1,25.74,55.92
2026-03-01 00:36:00,sensor_3,28.88,55.37
2026-03-01 00:36:10,sensor_1,28.3,43.74
2026-03-01 00:36:20,sensor_2,25.72,47.51
2026-03-01 00:36:30,sensor_2,24.68,59.27
2026-03-01 00:36:40,sensor_1,27.89,63.43
2026-03-01 00:36:50,sensor_1,27.26,61.33
2026-03-01 00:37:00,sensor_2,28.27,45.83
2026-03-01 00:37:10,sensor_1,29.06,54.88
2026-03-01 00:37:20,sensor_2,27.97,55.24
2026-03-01 00:37:30,sensor_2,24.48,72.29
2026-03-01 00:37:40,sensor_2,25.0,66.57
2026-03-01 00:37:50,sensor_2,29.98,52.31
2026-03-01 00:38:00,sensor_2,26.5,65.03
2026-03-01 00:38:10,sensor_2,26.82,50.67
2026-03-01 00:38:20,sensor_1,26.05,55.16
2026-03-01 00:38:30,sensor_3,28.54,56.3
2026-03-01 00:38:40,sensor_3,24.6,60.23
2026-03-01 00:38:50,sensor_3,25.1,51.16
2026-03-01 00:39:00,sensor_3,27.02,38.04
2026-03-01 00:39:10,sensor_3,22.81,42.51
2026-03-01 00:39:20,sensor_1,28.3,64.52
2026-03-01 00:39:30,sensor_1,29.95,69.8
2026-03-01 00:39:40,sensor_2,30.06,52.44
2026-03-01 00:39:50,sensor_3,24.97,52.01
2026-03-01 00:40:00,sensor_2,26.98,59.8
2026-03-01 00:40:10,sensor_2,31.23,72.89
2026-03-01 00:40:20,sensor_3,24.03,51.55
2026-03-01 00:40:30,sensor_3,30.87,47.3
2026-03-01 00:40:40,sensor_1,25.66,52.86
2026-03-01 00:40:50,sensor_2,23.58,50.41
2026-03-01 00:41:00,sensor_1,26.0,59.34
2026-03-01 00:41:10,sensor_1,23.14,59.78
2026-03-01 00:41:20,sensor_3,28.29,54.15
2026-03-01 00:41:30,sensor_1,28.25,65.66
2026-03-01 00:41:40,sensor_1,28.05,67.33
2026-03-01 00:41:50,sensor_1,26.38,63.4
2026-03-01 00:42:00,sensor_3,29.81,61.7
2026-03-01 00:42:10,sensor_2,25.68,64.32
2026-03-01 00:42:20,sensor_1,27.89,53.09
2026-03-01 00:42:30,sensor_2,25.18,54.54
2026-03-01 00:42:40,sensor_1,24.74,48.36
2026-03-01 00:42:50,sensor_3,28.66,61.34
2026-03-01 00:43:00,sensor_3,25.47,45.7
2026-03-01 00:43:10,sensor_2,26.27,51.31
2026-03-01 00:43:20,sensor_2,29.87,44.04
2026-03-01 00:43:30,sensor_1,25.83,64.49
2026-03-01 00:43:40,sensor_2,26.22,31.46
2026-03-01 00:43:50,sensor_1,25.15,55.52
2026-03-01 00:44:00,sensor_3,25.45,55.88
2026-03-01 00:44:10,sensor_2,29.83,47.66
2026-03-01 00:44:20,sensor_1,27.11,63.34
2026-03-01 00:44:30,sensor_1,26.86,58.45
2026-03-01 00:44:40,sensor_2,26.78,48.65
2026-03-01 00:44:50,sensor_2,28.05,44.79
2026-03-01 00:45:00,sensor_1,28.32,60.8
2026-03-01 00:45:10,sensor_1,25.08,48.68
2026-03-01 00:45:20,sensor_1,24.93,47.61
2026-03-01 00:45:30,sensor_1,30.23,44.14
2026-03-01 00:45:40,sensor_2,29.02,58.83
2026-03-01 00:45:50,sensor_1,23.16,49.29
2026-03-01 00:46:00,sensor_3,27.2,41.76
2026-03-01 00:46:10,sensor_2,30.53,49.19
2026-03-01 00:46:20,sensor_2,24.86,60.46
2026-03-01 00:46:30,sensor_2,26.51,55.39
2026-03-01 00:46:40,sensor_1,27.7,54.98
2026-03-01 00:46:50,sensor_3,24.39,69.23
2026-03-01 00:47:00,sensor_1,22.04,57.15
2026-03-01 00:47:10,sensor_3,28.03,58.3
2026-03-01 00:47:20,sensor_1,27.37,52.92
2026-03-01 00:47:30,sensor_2,25.49,39.77
2026-03-01 00:47:40,sensor_2,26.78,52.85
2026-03-01 00:47:50,sensor_3,26.59,60.75
2026-03-01 00:48:00,sensor_3,27.71,49.43
2026-03-01 00:48:10,sensor_2,25.42,66.09
2026-03-01 00:48:20,sensor_2,27.44,59.26
2026-03-01 00:48:30,sensor_2,23.29,42.05
2026-03-01 00:48:40,sensor_2,29.53,54.73
2026-03-01 00:48:50,sensor_3,25.04,62.97
2026-03-01 00:49:00,sensor_1,25.24,58.3
2026-03-01 00:49:10,sensor_1,28.16,41.37
2026-03-01 00:49:20,sensor_1,25.16,54.87
2026-03-01 00:49:30,sensor_2,23.08,48.03
2026-03-01 00:49:40,sensor_3,22.71,52.53
2026-03-01 00:49:50,sensor_3,28.91,50.54
2026-03-01 00:50:00,sensor_3,24.92,60.14
2026-03-01 00:50:10,sensor_3,26.95,67.94
2026-03-01 00:50:20,sensor_3,26.28,63.11
2026-03-01 00:50:30,sensor_1,28.52,47.73
2026-03-01 00:50:40,sensor_3,25.73,59.78
2026-03-01 00:50:50,sensor_1,26.86,51.58
2026-03-01 00:51:00,sensor_1,27.31,59.67
2026-03-01 00:51:10,sensor_2,30.73,57.33
2026-03-01 00:51:20,sensor_3,26.46,53.97
2026-03-01 00:51:30,sensor_1,31.82,58.38
2026-03-01 00:51:40,sensor_2,26.6,52.79
2026-03-01 00:51:50,sensor_2,28.74,42.33
2026-03-01 00:52:00,sensor_3,30.6,51.33
2026-03-01 00:52:10,sensor_2,29.57,51.16
2026-03-01 00:52:20,sensor_3,27.79,46.87
2026-03-01 00:52:30,sensor_1,25.93,46.93
2026-03-01 00:52:40,sensor_2,27.93,54.65
2026-03-01 00:52:50,sensor_2,29.14,41.16
2026-03-01 00:53:00,sensor_3,28.11,37.44
2026-03-01 00:53:10,sensor_3,29.8,59.34
2026-03-01 00:53:20,sensor_3,26.84,43.17
2026-03-01 00:53:30,sensor_1,26.1,53.28
2026-03-01 00:53:40,sensor_1,28.48,54.29
2026-03-01 00:53:50,sensor_3,26.64,60.89
2026-03-01 00:54:00,sensor_3,28.87,59.05
2026-03-01 00:54:10,sensor_1,23.79,46.67
2026-03-01 00:54:20,sensor_1,26.7,51.21
2026-03-01 00:54:30,sensor_3,30.75,71.81
2026-03-01 00:54:40,sensor_1,26.79,64.19
2026-03-01 00:54:50,sensor_3,27.72,67.37
2026-03-01 00:55:00,sensor_1,25.75,49.0
2026-03-01 00:55:10,sensor_1,26.76,59.97
2026-03-01 00:55:20,sensor_3,29.25,57.96
2026-03-01 00:55:30,sensor_3,27.87,65.97
2026-03-01 00:55:40,sensor_2,31.61,53.84
2026-03-01 00:55:50,sensor_3,27.42,61.3
2026-03-01 00:56:00,sensor_2,27.31,49.22
2026-03-01 00:56:10,sensor_3,25.53,47.77
2026-03-01 00:56:20,sensor_3,25.83,47.78
2026-03-01 00:56:30,sensor_2,25.19,55.12
2026-03-01 00:56:40,sensor_2,27.81,35.28
2026-03-01 00:56:50,sensor_2,26.33,59.61
2026-03-01 00:57:00,sensor_2,29.91,54.69
2026-03-01 00:57:10,sensor_1,26.73,54.46
2026-03-01 00:57:20,sensor_1,25.03,43.58
2026-03-01 00:57:30,sensor_1,24.82,44.24
2026-03-01 00:57:40,sensor_3,26.1,59.08
2026-03-01 00:57:50,sensor_2,26.58,43.43
2026-03-01 00:58:00,sensor_2,28.58,56.81
2026-03-01 00:58:10,sensor_2,27.14,51.31
2026-03-01 00:58:20,sensor_2,22.92,53.05
2026-03-01 00:58:30,sensor_1,30.18,53.31
2026-03-01 00:58:40,sensor_3,27.01,39.46
2026-03-01 00:58:50,sensor_2,27.64,48.98
2026-03-01 00:59:00,sensor_2,28.54,57.03
2026-03-01 00:59:10,sensor_2,28.27,55.21
2026-03-01 00:59:20,sensor_2,28.85,63.16
2026-03-01 00:59:30,sensor_3,29.42,47.39
2026-03-01 00:59:40,sensor_3,25.01,71.12
2026-03-01 00:59:50,sensor_3,26.75,55.86
2026-03-01 01:00:00,sensor_1,30.83,45.21
2026-03-01 01:00:10,sensor_1,24.14,54.72
2026-03-01 01:00:20,sensor_1,30.21,59.78
2026-03-01 01:00:30,sensor_2,30.02,63.88
2026-03-01 01:00:40,sensor_3,26.43,57.07
2026-03-01 01:00:50,sensor_3,26.49,56.16
2026-03-01 01:01:00,sensor_3,27.13,53.75
2026-03-01 01:01:10,sensor_1,26.8,52.2
2026-03-01 01:01:20,sensor_2,24.62,61.59
2026-03-01 01:01:30,sensor_1,24.9,45.13
2026-03-01 01:01:40,sensor_2,27.48,59.98
2026-03-01 01:01:50,sensor_3,25.09,64.33
2026-03-01 01:02:00,sensor_3,28.74,62.88
2026-03-01 01:02:10,sensor_2,28.0,49.39
2026-03-01 01:02:20,sensor_2,27.99,56.1
2026-03-01 01:02:30,sensor_2,24.1,61.0
2026-03-01 01:02:40,sensor_1,28.45,52.47
2026-03-01 01:02:50,sensor_2,27.03,64.42
2026-03-01 01:03:00,sensor_1,25.12,36.99
2026-03-01 01:03:10,sensor_1,22.17,43.41
2026-03-01 01:03:20,sensor_3,29.29,45.18
2026-03-01 01:03:30,sensor_3,30.15,54.49
2026-03-01 01:03:40,sensor_2,24.21,42.93
2026-03-01 01:03:50,sensor_2,29.75,58.0
2026-03-01 01:04:00,sensor_3,28.32,62.93
2026-03-01 01:04:10,sensor_1,27.07,54.17
2026-03-01 01:04:20,sensor_1,30.82,64.06
2026-03-01 01:04:30,sensor_1,27.16,65.38
2026-03-01 01:04:40,sensor_1,23.33,52.25
2026-03-01 01:04:50,sensor_1,27.23,49.42
2026-03-01 01:05:00,sensor_3,23.99,66.89
2026-03-01 01:05:10,sensor_2,24.55,60.47
2026-03-01 01:05:20,sensor_2,24.92,60.39
2026-03-01 01:05:30,sensor_1,27.87,49.76
2026-03-01 01:05:40,sensor_1,26.58,48.99
2026-03-01 01:05:50,sensor_3,24.95,35.95
2026-03-01 01:06:00,sensor_2,26.98,38.75
2026-03-01 01:06:10,sensor_1,24.38,53.74
2026-03-01 01:06:20,sensor_1,28.91,62.59
2026-03-01 01:06:30,sensor_3,28.19,63.61
2026-03-01 01:06:40,sensor_2,29.74,50.51
2026-03-01 01:06:50,sensor_1,29.33,57.14
2026-03-01 01:07:00,sensor_1,23.03,52.04
2026-03-01 01:07:10,sensor_1,26.47,52.61
2026-03-01 01:07:20,sensor_3,28.16,52.53
2026-03-01 01:07:30,sensor_1,26.82,49.0
2026-03-01 01:07:40,sensor_3,23.44,52.74
2026-03-01 01:07:50,sensor_2,29.43,57.19
2026-03-01 01:08:00,sensor_2,27.36,40.01
2026-03-01 01:08:10,sensor_3,23.96,66.69
2026-03-01 01:08:20,sensor_3,27.98,65.06
2026-03-01 01:08:30,sensor_1,24.72,53.14
2026-03-01 01:08:40,sensor_2,27.97,55.79
2026-03-01 01:08:50,sensor_2,25.08,54.3
2026-03-01 01:09:00,sensor_3,25.93,62.65
2026-03-01 01:09:10,sensor_3,28.61,54.5
2026-03-01 01:09:20,sensor_2,29.01,75.87
2026-03-01 01:09:30,sensor_2,25.66,54.53
2026-03-01 01:09:40,sensor_1,25.34,43.59
2026-03-01 01:09:50,sensor_1,30.05,53.78
2026-03-01 01:10:00,sensor_1,24.98,47.43
2026-03-01 01:10:10,sensor_1,24.83,46.72
2026-03-01 01:10:20,sensor_1,26.62,52.87
2026-03-01 01:10:30,sensor_2,23.92,51.76
2026-03-01 01:10:40,sensor_1,28.41,43.67
2026-03-01 01:10:50,sensor_3,22.31,64.09
2026-03-01 01:11:00,sensor_2,24.39,55.64
2026-03-01 01:11:10,sensor_3,23.8,36.9
2026-03-01 01:11:20,sensor_3,25.69,55.72
2026-03-01 01:11:30,sensor_3,29.85,57.84
2026-03-01 01:11:40,sensor_2,23.99,54.8
2026-03-01 01:11:50,sensor_3,29.58,55.88
2026-03-01 01:12:00,sensor_3,26.42,43.47
2026-03-01 01:12:10,sensor_3,27.83,50.18
2026-03-01 01:12:20,sensor_1,26.06,54.46
2026-03-01 01:12:30,sensor_2,27.33,60.89
2026-03-01 01:12:40,sensor_2,27.54,63.18
2026-03-01 01:12:50,sensor_1,27.4,58.61
2026-03-01 01:13:00,sensor_2,29.73,50.78
2026-03-01 01:13:10,sensor_2,27.91,50.77
2026-03-01 01:13:20,sensor_1,25.09,63.97
2026-03-01 01:13:30,sensor_1,29.57,63.76
2026-03-01 01:13:40,sensor_2,27.18,47.25
2026-03-01 01:13:50,sensor_1,28.53,45.92
2026-03-01 01:14:00,sensor_2,28.81,54.7
2026-03-01 01:14:10,sensor_2,26.95,57.22
2026-03-01 01:14:20,sensor_3,31.54,57.29
2026-03-01 01:14:30,sensor_2,27.68,49.86
2026-03-01 01:14:40,sensor_1,28.2,61.19
2026-03-01 01:14:50,sensor_2,23.09,67.88
2026-03-01 01:15:00,sensor_1,24.98,51.22
2026-03-01 01:15:10,sensor_3,25.77,50.63
2026-03-01 01:15:20,sensor_3,30.57,58.5
2026-03-01 01:15:30,sensor_2,26.01,35.64
2026-03-01 01:15:40,sensor_3,24.92,60.75
2026-03-01 01:15:50,sensor_1,31.83,52.83
2026-03-01 01:16:00,sensor_3,28.94,49.27
2026-03-01 01:16:10,sensor_1,26.27,53.14
2026-03-01 01:16:20,sensor_3,26.67,51.83
2026-03-01 01:16:30,sensor_3,22.21,56.55
2026-03-01 01:16:40,sensor_3,26.37,54.0
2026-03-01 01:16:50,sensor_3,27.27,55.99
2026-03-01 01:17:00,sensor_1,30.61,53.31
2026-03-01 01:17:10,sensor_3,24.79,53.47
2026-03-01 01:17:20,sensor_1,28.76,56.89
2026-03-01 01:17:30,sensor_1,26.04,64.79
2026-03-01 01:17:40,sensor_3,26.93,66.2
2026-03-01 01:17:50,sensor_3,28.47,56.4
2026-03-01 01:18:00,sensor_3,26.73,44.73
2026-03-01 01:18:10,sensor_2,26.39,53.27
2026-03-01 01:18:20,sensor_3,26.29,41.32
2026-03-01 01:18:30,sensor_2,25.88,43.43
2026-03-01 01:18:40,sensor_2,25.55,60.16
2026-03-01 01:18:50,sensor_3,25.57,56.25
2026-03-01 01:19:00,sensor_2,25.22,51.89
2026-03-01 01:19:10,sensor_3,26.11,54.23
2026-03-01 01:19:20,sensor_3,27.86,72.17
2026-03-01 01:19:30,sensor_3,31.77,39.82
2026-03-01 01:19:40,sensor_1,29.15,51.33
2026-03-01 01:19:50,sensor_3,26.63,45.71
2026-03-01 01:20:00,sensor_2,25.72,54.99
2026-03-01 01:20:10,sensor_2,23.07,61.09
2026-03-01 01:20:20,sensor_3,28.06,56.37
2026-03-01 01:20:30,sensor_3,25.66,51.57
2026-03-01 01:20:40,sensor_3,30.7,55.18
2026-03-01 01:20:50,sensor_3,26.45,47.34
2026-03-01 01:21:00,sensor_1,30.62,45.06
2026-03-01 01:21:10,sensor_1,28.68,54.03
2026-03-01 01:21:20,sensor_2,28.46,66.87
2026-03-01 01:21:30,sensor_2,25.16,50.97
2026-03-01 01:21:40,sensor_1,26.03,51.74
2026-03-01 01:21:50,sensor_2,28.55,43.67
2026-03-01 01:22:00,sensor_1,25.76,55.55
2026-03-01 01:22:10,sensor_3,27.98,49.31
2026-03-01 01:22:20,sensor_2,25.77,57.51
2026-03-01 01:22:30,sensor_3,27.93,57.78
2026-03-01 01:22:40,sensor_2,24.9,55.52
2026-03-01 01:22:50,sensor_3,25.95,65.86
2026-03-01 01:23:00,sensor_1,23.39,45.33
2026-03-01 01:23:10,sensor_3,28.91,46.06
2026-03-01 01:23:20,sensor_1,34.41,49.48
2026-03-01 01:23:30,sensor_2,27.11,56.07
2026-03-01 01:23:40,sensor_1,27.23,47.46
2026-03-01 01:23:50,sensor_3,26.19,42.41
2026-03-01 01:24:00,sensor_3,25.94,58.5
2026-03-01 01:24:10,sensor_1,26.95,56.81
2026-03-01 01:24:20,sensor_1,26.58,55.63
2026-03-01 01:24:30,sensor_3,24.39,66.63
2026-03-01 01:24:40,sensor_1,22.33,58.96
2026-03-01 01:24:50,sensor_1,26.84,50.67
2026-03-01 01:25:00,sensor_2,27.06,43.56
2026-03-01 01:25:10,sensor_1,25.14,57.59
2026-03-01 01:25:20,sensor_2,26.4,74.43
2026-03-01 01:25:30,sensor_2,28.35,52.93
2026-03-01 01:25:40,sensor_3,26.85,56.18
2026-03-01 01:25:50,sensor_2,23.7,63.98
2026-03-01 01:26:00,sensor_3,28.03,51.35
